DBA,STREET,INCOME_LEVEL,CUISINE_DESCRIPTION,SCORE,GRADE
LEGEND OF TASTE,UTOPIA PKWY,medium income,Chinese,9,A
LA ROSA BAKERY,EAST  170 STREET,low income,Bakery,26,B
LA ROSA BAKERY,EAST  170 STREET,low income,Bakery,26,B
LA TRATTORIA,2 AVENUE,high income,Pizza,32,C
LA TRATTORIA,2 AVENUE,high income,Pizza,32,C
LA TRATTORIA,2 AVENUE,high income,Pizza,32,C
LA TRATTORIA,2 AVENUE,high income,Pizza,32,C
LA TRATTORIA,2 AVENUE,high income,Pizza,32,C
LA TRATTORIA,2 AVENUE,high income,Pizza,32,C
LA TRATTORIA,2 AVENUE,high income,Pizza,32,C
LA TRATTORIA,2 AVENUE,high income,Pizza,32,C
LA TRATTORIA,2 AVENUE,high income,Pizza,32,C
LA TRATTORIA,2 AVENUE,high income,Pizza,32,C
LA TRAVIATA PIZZA,WEST   68 STREET,high income,Pizza,11,A
LA TRAVIATA PIZZA,WEST   68 STREET,high income,Pizza,11,A
LA TRAVIATA PIZZA,WEST   68 STREET,high income,Pizza,11,A
LA TRAVIATA PIZZA,WEST   68 STREET,high income,Pizza,11,A
LA VIGNA,METROPOLITAN AVENUE,medium income,Italian,12,A
LA VIGNA,METROPOLITAN AVENUE,medium income,Italian,12,A
LA VIGNA,METROPOLITAN AVENUE,medium income,Italian,12,A
LA VIGNA,METROPOLITAN AVENUE,medium income,Italian,12,A
LABELLA FERRARA,MULBERRY STREET,high income,Bakery,13,A
LABELLA FERRARA,MULBERRY STREET,high income,Bakery,13,A
LABELLA FERRARA,MULBERRY STREET,high income,Bakery,13,A
LABELLA FERRARA,MULBERRY STREET,high income,Bakery,13,A
LABELLA FERRARA,MULBERRY STREET,high income,Bakery,13,A
LABELLA FERRARA,MULBERRY STREET,high income,Bakery,13,A
LEVAIN BAKERY,WEST   74 STREET,high income,Bakery,10,A
LEVAIN BAKERY,WEST   74 STREET,high income,Bakery,10,A
LEVAIN BAKERY,WEST   74 STREET,high income,Bakery,10,A
LEXINGTON BAR AND BOOKS,LEXINGTON AVENUE,high income,American,12,A
LEXINGTON BAR AND BOOKS,LEXINGTON AVENUE,high income,American,12,A
LEXINGTON BRASS,LEXINGTON AVENUE,high income,American,27,B
LEXINGTON BRASS,LEXINGTON AVENUE,high income,American,27,B
LEXINGTON BRASS,LEXINGTON AVENUE,high income,American,27,B
LEXINGTON BRASS,LEXINGTON AVENUE,high income,American,27,B
LEXINGTON BRASS,LEXINGTON AVENUE,high income,American,27,B
LEXINGTON BRASS,LEXINGTON AVENUE,high income,American,27,B
LEXINGTON CANDY SHOP,LEXINGTON AVENUE,high income,American,13,A
LEXINGTON CANDY SHOP,LEXINGTON AVENUE,high income,American,13,A
LI'S GARDEN,MAIN ST,low income,Chinese,30,Z
LI'S GARDEN,MAIN ST,low income,Chinese,30,Z
LI'S GARDEN,MAIN ST,low income,Chinese,30,Z
LI'S GARDEN,MAIN ST,low income,Chinese,30,Z
LI'S GARDEN,MAIN ST,low income,Chinese,30,Z
LI'S GARDEN,MAIN ST,low income,Chinese,30,Z
LI'S GARDEN,MAIN ST,low income,Chinese,30,Z
LI'S GARDEN,MAIN ST,low income,Chinese,30,Z
LAMB NOODLE SOUP,MAIN STREET,low income,Chinese,13,A
LANDMARK COFFEE SHOP,GRAND STREET,high income,American,13,A
LIBERATO RESTAURANT,WEST BURNSIDE AVENUE,low income,Spanish,13,A
LIBERATO RESTAURANT,WEST BURNSIDE AVENUE,low income,Spanish,13,A
LIBERATO RESTAURANT,WEST BURNSIDE AVENUE,low income,Spanish,13,A
LIC CORNER CAFE,45TH RD,medium income,Caf̩/Coffee/Tea,12,A
LIC CORNER CAFE,45TH RD,medium income,Caf̩/Coffee/Tea,12,A
LIC CORNER CAFE,45TH RD,medium income,Caf̩/Coffee/Tea,12,A
LIC CORNER CAFE,45TH RD,medium income,Caf̩/Coffee/Tea,12,A
LIC MARKET,44 DRIVE,medium income,Caf̩/Coffee/Tea,17,B
LIC MARKET,44 DRIVE,medium income,Caf̩/Coffee/Tea,17,B
LIC MARKET,44 DRIVE,medium income,Caf̩/Coffee/Tea,17,B
LIC MARKET,44 DRIVE,medium income,Caf̩/Coffee/Tea,17,B
LIFE HEALTH FITNESS,154TH ST,medium income,"Juice, Smoothies, Fruit Salads",12,A
LILLI AND LOO,LEXINGTON AVENUE,high income,Asian,17,B
LILLI AND LOO,LEXINGTON AVENUE,high income,Asian,17,B
LILLIAN PIZZERIA,69 AVENUE,medium income,Pizza,9,A
LILLIAN PIZZERIA,69 AVENUE,medium income,Pizza,9,A
LILY'S BAR @ ROGER SMITH HOTEL,LEXINGTON AVENUE,high income,American,27,B
LILY'S BAR @ ROGER SMITH HOTEL,LEXINGTON AVENUE,high income,American,27,B
LILY'S BAR @ ROGER SMITH HOTEL,LEXINGTON AVENUE,high income,American,27,B
LILY'S BAR @ ROGER SMITH HOTEL,LEXINGTON AVENUE,high income,American,27,B
LILY REDS,SEGUINE AVENUE,medium income,Other,10,A
LILY REDS,SEGUINE AVENUE,medium income,Other,10,A
LILY REDS,SEGUINE AVENUE,medium income,Other,10,A
LAS PALMAS BAKERY,JEROME AVENUE,low income,Bakery,23,B
LAS PALMAS BAKERY,JEROME AVENUE,low income,Bakery,23,B
LAS PALMAS BAKERY,JEROME AVENUE,low income,Bakery,23,B
LIN'S GOURMET,2 AVENUE,high income,Chinese,13,A
LIN'S GOURMET,2 AVENUE,high income,Chinese,13,A
LIN'S GOURMET,2 AVENUE,high income,Chinese,13,A
LIN'S GOURMET,2 AVENUE,high income,Chinese,13,A
LIN'S GOURMET,2 AVENUE,high income,Chinese,13,A
LIN'S GOURMET,2 AVENUE,high income,Chinese,13,A
LIN'S GOURMET,2 AVENUE,high income,Chinese,13,A
LIN'S GOURMET,2 AVENUE,high income,Chinese,13,A
LINCOLN CENTER KITCHEN @ DAVID GEFFEN HALL,WEST   65 STREET,high income,American,12,A
LINCOLN CENTER KITCHEN @ DAVID GEFFEN HALL,WEST   65 STREET,high income,American,12,A
LINCOLN RISTORANTE,WEST   65 STREET,high income,Italian,11,A
LINCOLN RISTORANTE,WEST   65 STREET,high income,Italian,11,A
LINCOLN STATION,LINCOLN PLACE,medium income,American,12,A
LINKS CLUB,EAST   62 STREET,high income,American,12,A
LINKS CLUB,EAST   62 STREET,high income,American,12,A
LIOLA,149TH ST,medium income,Italian,17,A
LIOLA,149TH ST,medium income,Italian,17,A
LIOLA,149TH ST,medium income,Italian,17,A
LATIN BAKERY,MAIN STREET,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",13,A
LATIN BAKERY,MAIN STREET,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",13,A
LATIN BAKERY,MAIN STREET,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",13,A
LATIN BAKERY,MAIN STREET,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",13,A
LAVAGNA,EAST    5 STREET,medium income,Italian,12,A
LAVAGNA,EAST    5 STREET,medium income,Italian,12,A
LE BATEAU IVRE,EAST   51 STREET,high income,French,12,A
LITTLE COLLINS,LEXINGTON AVENUE,high income,Australian,12,A
LITTLE COLLINS,LEXINGTON AVENUE,high income,Australian,12,A
LITTLE COLLINS,LEXINGTON AVENUE,high income,Australian,12,A
LITTLE COLLINS,LEXINGTON AVENUE,high income,Australian,12,A
LITTLE COLLINS,LEXINGTON AVENUE,high income,Australian,12,A
LITTLE COLLINS,LEXINGTON AVENUE,high income,Australian,12,A
LITTLE COLLINS,LEXINGTON AVENUE,high income,Australian,12,A
LITTLE COLLINS,LEXINGTON AVENUE,high income,Australian,12,A
LITTLE ITALY PIZZA,BROADWAY,high income,Pizza,25,B
LITTLE ITALY PIZZA,BROADWAY,high income,Pizza,25,B
LITTLE ITALY PIZZA,BROADWAY,high income,Pizza,25,B
LE COLONIAL,EAST   57 STREET,high income,Asian,12,A
LE COLONIAL,EAST   57 STREET,high income,Asian,12,A
LE MOULIN A CAFE,YORK AVENUE,high income,Caf̩/Coffee/Tea,13,A
LITTLE ZELDA,FRANKLIN AVENUE,medium income,Caf̩/Coffee/Tea,25,B
LITTLE ZELDA,FRANKLIN AVENUE,medium income,Caf̩/Coffee/Tea,25,B
LITTLE ZELDA,FRANKLIN AVENUE,medium income,Caf̩/Coffee/Tea,25,B
LITTLE ZELDA,FRANKLIN AVENUE,medium income,Caf̩/Coffee/Tea,25,B
LE PAIN QUOTIDIEN,BROADWAY,high income,Sandwiches,13,A
LE PAIN QUOTIDIEN,BROADWAY,high income,Sandwiches,13,A
LE PAIN QUOTIDIEN,BROADWAY,high income,Sandwiches,13,A
LE PAIN QUOTIDIEN,BROADWAY,high income,Sandwiches,13,A
LE PAIN QUOTIDIEN,BROADWAY,high income,American,13,A
LE PAIN QUOTIDIEN,BROADWAY,high income,American,13,A
LOCANDA VERDE,GREENWICH STREET,high income,Italian,13,A
LOCANDA VERDE,GREENWICH STREET,high income,Italian,13,A
LOCANDA VERDE,GREENWICH STREET,high income,Italian,13,A
LOCANDA VERDE,GREENWICH STREET,high income,Italian,13,A
LOCANDA VERDE,GREENWICH STREET,high income,Italian,13,A
LOCANDA VERDE,GREENWICH STREET,high income,Italian,13,A
LE PIF,BROADWAY,high income,French,12,A
LE VEAU DOR,EAST   60 STREET,high income,French,13,A
LOIS BAR,AVENUE C,medium income,American,13,A
LE VEAU DOR,EAST   60 STREET,high income,French,13,A
LOLLIPOPS,CROSS ISLAND PARKWAY,medium income,American,10,A
LOLLIPOPS,CROSS ISLAND PARKWAY,medium income,American,10,A
LOLLIPOPS,CROSS ISLAND PARKWAY,medium income,American,10,A
LOLLIPOPS,CROSS ISLAND PARKWAY,medium income,American,10,A
LECHONERA & POLLO SABROSO RESTAURANT,3 AVENUE,low income,Spanish,13,A
LECHONERA & POLLO SABROSO RESTAURANT,3 AVENUE,low income,Spanish,13,A
LECHONERA & POLLO SABROSO RESTAURANT,3 AVENUE,low income,Spanish,13,A
LECHONERA & POLLO SABROSO RESTAURANT,3 AVENUE,low income,Spanish,13,A
LEGEND OF TASTE,UTOPIA PKWY,medium income,Chinese,9,A
LONG XIN CHINESE KITCHEN,BOSTON ROAD,low income,Chinese,11,A
LONG XIN CHINESE KITCHEN,BOSTON ROAD,low income,Chinese,11,A
LONG XIN CHINESE KITCHEN,BOSTON ROAD,low income,Chinese,11,A
LONG XIN CHINESE KITCHEN,BOSTON ROAD,low income,Chinese,11,A
LONG XIN CHINESE KITCHEN,BOSTON ROAD,low income,Chinese,11,A
LONG XIN CHINESE KITCHEN,BOSTON ROAD,low income,Chinese,11,A
LEVAIN BAKERY,WEST   74 STREET,high income,Bakery,10,A
LOON CHUAN RESTAURANT,PAGE AVENUE,medium income,Chinese,12,A
LOON CHUAN RESTAURANT,PAGE AVENUE,medium income,Chinese,12,A
LEVAIN BAKERY,WEST   74 STREET,high income,Bakery,10,A
LEVAIN BAKERY,WEST   74 STREET,high income,Bakery,10,A
LEXINGTON BAR AND BOOKS,LEXINGTON AVENUE,high income,American,12,A
LEXINGTON BAR AND BOOKS,LEXINGTON AVENUE,high income,American,12,A
LEXINGTON BAR AND BOOKS,LEXINGTON AVENUE,high income,American,12,A
LOTOS CLUB GRILL ROOM,EAST   66 STREET,high income,American,12,A
LOTOS CLUB GRILL ROOM,EAST   66 STREET,high income,American,12,A
LOTOS CLUB GRILL ROOM,EAST   66 STREET,high income,American,12,A
LEXINGTON BRASS,LEXINGTON AVENUE,high income,American,27,B
LEXINGTON BRASS,LEXINGTON AVENUE,high income,American,27,B
LEXINGTON BRASS,LEXINGTON AVENUE,high income,American,27,B
LEXINGTON BRASS,LEXINGTON AVENUE,high income,American,27,B
LEXINGTON CANDY SHOP,LEXINGTON AVENUE,high income,American,13,A
LEXINGTON CANDY SHOP,LEXINGTON AVENUE,high income,American,13,A
LI'S GARDEN,MAIN ST,low income,Chinese,30,Z
LI'S GARDEN,MAIN ST,low income,Chinese,30,Z
LIBERATO RESTAURANT,WEST BURNSIDE AVENUE,low income,Spanish,13,A
LIBERATO RESTAURANT,WEST BURNSIDE AVENUE,low income,Spanish,13,A
LIBERATO RESTAURANT,WEST BURNSIDE AVENUE,low income,Spanish,13,A
LTK LITTLE THAI KITCHEN,EAST   53 STREET,high income,Thai,13,A
LTK LITTLE THAI KITCHEN,EAST   53 STREET,high income,Thai,13,A
LTK LITTLE THAI KITCHEN,EAST   53 STREET,high income,Thai,13,A
LICKETY SPLIT,CITY ISLAND AVENUE,medium income,"Ice Cream, Gelato, Yogurt, Ices",6,A
LICKETY SPLIT,CITY ISLAND AVENUE,medium income,"Ice Cream, Gelato, Yogurt, Ices",6,A
LIFE HEALTH FITNESS,154TH ST,medium income,"Juice, Smoothies, Fruit Salads",12,A
LUCIEN RESTAURAUNT,1 AVENUE,medium income,French,13,A
LUCIEN RESTAURAUNT,1 AVENUE,medium income,French,13,A
LUCIEN RESTAURAUNT,1 AVENUE,medium income,French,13,A
LUCIEN RESTAURAUNT,1 AVENUE,medium income,French,13,A
LUCIEN RESTAURAUNT,1 AVENUE,medium income,French,13,A
LUCIEN RESTAURAUNT,1 AVENUE,medium income,French,13,A
LUCIEN RESTAURAUNT,1 AVENUE,medium income,French,13,A
LUCIEN RESTAURAUNT,1 AVENUE,medium income,French,13,A
LUCIEN RESTAURAUNT,1 AVENUE,medium income,French,13,A
LUCIEN RESTAURAUNT,1 AVENUE,medium income,French,13,A
LUCIEN RESTAURAUNT,1 AVENUE,medium income,French,13,A
LUCIEN RESTAURAUNT,1 AVENUE,medium income,French,13,A
LUCIEN RESTAURAUNT,1 AVENUE,medium income,French,13,A
LUCIEN RESTAURAUNT,1 AVENUE,medium income,French,13,A
LUCIEN RESTAURAUNT,1 AVENUE,medium income,French,13,A
LILLI AND LOO,LEXINGTON AVENUE,high income,Asian,17,B
LILLI AND LOO,LEXINGTON AVENUE,high income,Asian,17,B
LILLIAN PIZZERIA,69 AVENUE,medium income,Pizza,9,A
LILLIAN PIZZERIA,69 AVENUE,medium income,Pizza,9,A
LILY'S CAFE RESTAURANT,EAST  167 STREET,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10,A
LILY'S CAFE RESTAURANT,EAST  167 STREET,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10,A
LILY'S CAFE RESTAURANT,EAST  167 STREET,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10,A
LILY REDS,SEGUINE AVENUE,medium income,Other,10,A
LIN'S GOURMET,2 AVENUE,high income,Chinese,13,A
LIN'S GOURMET,2 AVENUE,high income,Chinese,13,A
LIN'S GOURMET,2 AVENUE,high income,Chinese,13,A
LIN'S GOURMET,2 AVENUE,high income,Chinese,13,A
LINCOLN CENTER KITCHEN @ DAVID GEFFEN HALL,WEST   65 STREET,high income,American,12,A
LUCKY PIZZA,BRIDGE PLAZA SOUTH,medium income,Pizza,12,A
LUCKY PIZZA,BRIDGE PLAZA SOUTH,medium income,Pizza,12,A
LUCKY PIZZA,BRIDGE PLAZA SOUTH,medium income,Pizza,12,A
LUCKY PIZZA,BRIDGE PLAZA SOUTH,medium income,Pizza,12,A
LUCKY RESTAURANT,EAST  182 STREET,low income,Chinese,12,A
LINCOLN RISTORANTE,WEST   65 STREET,high income,Italian,11,A
LINCOLN STATION,LINCOLN PLACE,medium income,American,12,A
LINKS CLUB,EAST   62 STREET,high income,American,12,A
LUCYS,AVENUE A,medium income,American,12,A
LUCYS,AVENUE A,medium income,American,12,A
LUKE'S BAR & GRILL,THIRD AVENUE,high income,American,12,A
LUKE'S BAR & GRILL,THIRD AVENUE,high income,American,12,A
LUKE'S LOBSTER,AMSTERDAM AVENUE,high income,Seafood,13,A
LUKE'S PIZZA,SOUTHERN BOULEVARD,low income,Pizza,13,A
LUKE'S PIZZA,SOUTHERN BOULEVARD,low income,Pizza,13,A
LUKE'S PIZZA,SOUTHERN BOULEVARD,low income,Pizza,13,A
LUKE'S PIZZA,SOUTHERN BOULEVARD,low income,Pizza,13,A
LUKE'S PIZZA,SOUTHERN BOULEVARD,low income,Pizza,13,A
LUKE'S PIZZA,SOUTHERN BOULEVARD,low income,Pizza,13,A
LIPS RESTAURANT,EAST   56 STREET,high income,American,12,A
LULO RESTAURANT BRONX,GRAND CONCOURSE,low income,Spanish,12,A
LULO RESTAURANT BRONX,GRAND CONCOURSE,low income,Spanish,12,A
LULO RESTAURANT BRONX,GRAND CONCOURSE,low income,Spanish,12,A
LULO RESTAURANT BRONX,GRAND CONCOURSE,low income,Spanish,12,A
LULO RESTAURANT BRONX,GRAND CONCOURSE,low income,Spanish,12,A
LULO RESTAURANT BRONX,GRAND CONCOURSE,low income,Spanish,12,A
LULO RESTAURANT BRONX,GRAND CONCOURSE,low income,Spanish,12,A
LULO RESTAURANT BRONX,GRAND CONCOURSE,low income,Spanish,12,A
LULO RESTAURANT BRONX,GRAND CONCOURSE,low income,Spanish,12,A
LULO RESTAURANT BRONX,GRAND CONCOURSE,low income,Spanish,12,A
LULO RESTAURANT BRONX,GRAND CONCOURSE,low income,Spanish,12,A
LULO RESTAURANT BRONX,GRAND CONCOURSE,low income,Spanish,12,A
LIPS RESTAURANT,EAST   56 STREET,high income,American,12,A
LIPS RESTAURANT,EAST   56 STREET,high income,American,12,A
LULU JUICY FRUIT,SOUTHERN BOULEVARD,low income,"Juice, Smoothies, Fruit Salads",13,A
LULU JUICY FRUIT,SOUTHERN BOULEVARD,low income,"Juice, Smoothies, Fruit Salads",13,A
LULU JUICY FRUIT,SOUTHERN BOULEVARD,low income,"Juice, Smoothies, Fruit Salads",13,A
LULU JUICY FRUIT,SOUTHERN BOULEVARD,low income,"Juice, Smoothies, Fruit Salads",13,A
LUNA ROSSA,EAST   85 STREET,high income,Italian,13,A
LUNG MOON BAKERY,MULBERRY STREET,high income,Bakery,12,A
LUNG MOON BAKERY,MULBERRY STREET,high income,Bakery,12,A
LUSARDI'S RESTAURANT,SECOND AVENUE,high income,Italian,10,A
M & W BAKERY,BAYARD STREET,high income,Caf̩/Coffee/Tea,12,A
M & W BAKERY,BAYARD STREET,high income,Caf̩/Coffee/Tea,12,A
M & W BAKERY,BAYARD STREET,high income,Caf̩/Coffee/Tea,12,A
M & W BAKERY,BAYARD STREET,high income,Caf̩/Coffee/Tea,12,A
M1-5,WALKER STREET,high income,American,18,B
M1-5,WALKER STREET,high income,American,18,B
M1-5,WALKER STREET,high income,American,18,B
M1-5,WALKER STREET,high income,American,18,B
MACARON,3 AVENUE,high income,American,13,A
MACARON,3 AVENUE,high income,American,13,A
MACARON CAFE,EAST   59 STREET,high income,Caf̩/Coffee/Tea,12,A
MACARON CAFE,EAST   59 STREET,high income,Caf̩/Coffee/Tea,12,A
MACARON CAFE,EAST   59 STREET,high income,Caf̩/Coffee/Tea,12,A
MACARON CAFE,EAST   59 STREET,high income,Caf̩/Coffee/Tea,12,A
MACCHIATO ESPRESSO BAR,EAST   44 STREET,high income,Caf̩/Coffee/Tea,13,A
MACCHIATO ESPRESSO BAR,EAST   44 STREET,high income,Caf̩/Coffee/Tea,13,A
MACCHIATO ESPRESSO BAR,EAST   44 STREET,high income,Caf̩/Coffee/Tea,13,A
MACCHIATO ESPRESSO BAR,EAST   44 STREET,high income,Caf̩/Coffee/Tea,13,A
MACCHIATO ESPRESSO BAR,EAST   44 STREET,high income,Caf̩/Coffee/Tea,13,A
MACCHIATO ESPRESSO BAR,EAST   44 STREET,high income,Caf̩/Coffee/Tea,13,A
MACCHIATO ESPRESSO BAR,FIFTH AVENUE,high income,Caf̩/Coffee/Tea,13,A
LITTLE COLLINS,LEXINGTON AVENUE,high income,Australian,12,A
MAD RIVER BAR & GRILLE,3 AVENUE,high income,American,13,A
MAD RIVER BAR & GRILLE,3 AVENUE,high income,American,13,A
MAD RIVER BAR & GRILLE,3 AVENUE,high income,American,13,A
MAD RIVER BAR & GRILLE,3 AVENUE,high income,American,13,A
MAD RIVER BAR & GRILLE,3 AVENUE,high income,American,13,A
MAD RIVER BAR & GRILLE,3 AVENUE,high income,American,13,A
LITTLE COLLINS,LEXINGTON AVENUE,high income,Australian,12,A
LITTLE COLLINS,LEXINGTON AVENUE,high income,Australian,12,A
LITTLE COLLINS,LEXINGTON AVENUE,high income,Australian,12,A
MADERA CUBAN GRILL,VERNON BOULEVARD,medium income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12,A
MADERA CUBAN GRILL,VERNON BOULEVARD,medium income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12,A
MADISON & VINE,MADISON AVENUE,high income,American,14,B
MADISON & VINE,MADISON AVENUE,high income,American,14,B
MADISON RESTAURANT,1 AVENUE,high income,American,13,A
MADISON RESTAURANT,1 AVENUE,high income,American,13,A
MADISON RESTAURANT,1 AVENUE,high income,American,13,A
MADISON RESTAURANT,1 AVENUE,high income,American,13,A
MAGGIES PLACE,EAST   47 STREET,high income,American,13,A
MAGNOLIA BAKERY,3 AVENUE,high income,Bakery,21,B
MAGNOLIA BAKERY,3 AVENUE,high income,Bakery,21,B
MAGNOLIA BAKERY,3 AVENUE,high income,Bakery,21,B
MAGNOLIA BAKERY,3 AVENUE,high income,Bakery,21,B
LITTLE ITALY PIZZA,BROADWAY,high income,Pizza,25,B
MALACHY'S,WEST   72 STREET,high income,Irish,13,A
MALACHY'S,WEST   72 STREET,high income,Irish,13,A
MALONEY & PORCELLI,EAST   50 STREET,high income,American,13,A
MALONEY & PORCELLI,EAST   50 STREET,high income,American,13,A
MALONEY & PORCELLI,EAST   50 STREET,high income,American,13,A
MAMA EATERY,MULBERRY STREET,high income,American,33,C
MAMA EATERY,MULBERRY STREET,high income,American,33,C
MAMABITES,28 STREET,medium income,American,12,A
LITTLE ZELDA,FRANKLIN AVENUE,medium income,Caf̩/Coffee/Tea,25,B
LITTLE ZELDA,FRANKLIN AVENUE,medium income,Caf̩/Coffee/Tea,25,B
LOCANDA VERDE,GREENWICH STREET,high income,Italian,13,A
MAMMA'S FAMOUS PIZZA & BURGERS,BROADWAY,high income,Pizza,12,A
MAMMA'S FAMOUS PIZZA & BURGERS,BROADWAY,high income,Pizza,12,A
MAMMA'S FAMOUS PIZZA & BURGERS,BROADWAY,high income,Pizza,12,A
MAMMA'S FAMOUS PIZZA & BURGERS,BROADWAY,high income,Pizza,12,A
MAMMA'S FAMOUS PIZZA & BURGERS,BROADWAY,high income,Pizza,12,A
MAMMA'S FAMOUS PIZZA & BURGERS,BROADWAY,high income,Pizza,12,A
MAMMA'S FAMOUS PIZZA & BURGERS,BROADWAY,high income,Pizza,12,A
MAMMA'S FAMOUS PIZZA & BURGERS,BROADWAY,high income,Pizza,12,A
MAMMA'S FAMOUS PIZZA & BURGERS,BROADWAY,high income,Pizza,12,A
MAMMA'S FAMOUS PIZZA & BURGERS,BROADWAY,high income,Pizza,12,A
MAMMA'S FAMOUS PIZZA & BURGERS,BROADWAY,high income,Pizza,12,A
MAMMA'S FAMOUS PIZZA & BURGERS,BROADWAY,high income,Pizza,12,A
MANDARIN ORIENTAL HOTEL-ASIATE,COLUMBUS CIRCLE at 60th street,high income,Asian,10,A
MANDARIN ORIENTAL HOTEL-ASIATE,COLUMBUS CIRCLE at 60th street,high income,Asian,10,A
MANDARIN ORIENTAL HOTEL-ASIATE,COLUMBUS CIRCLE at 60th street,high income,Asian,10,A
MANDARIN ORIENTAL HOTEL-ASIATE,COLUMBUS CIRCLE at 60th street,high income,Asian,10,A
MANDARIN ORIENTAL HOTEL-ASIATE,COLUMBUS CIRCLE at 60th street,high income,Asian,10,A
MANDARIN ORIENTAL HOTEL-ASIATE,COLUMBUS CIRCLE at 60th street,high income,Asian,10,A
MANDARIN ORIENTAL HOTEL-ASIATE,COLUMBUS CIRCLE at 60th street,high income,Asian,10,A
MANDARIN ORIENTAL HOTEL-ASIATE,COLUMBUS CIRCLE at 60th street,high income,Asian,10,A
MANDARIN ORIENTAL HOTEL-ASIATE,COLUMBUS CIRCLE at 60th street,high income,Asian,10,A
MANDARIN ORIENTAL HOTEL-ASIATE,COLUMBUS CIRCLE at 60th street,high income,Asian,10,A
MANDARIN ORIENTAL HOTEL-ASIATE,COLUMBUS CIRCLE at 60th street,high income,Asian,10,A
MANDARIN ORIENTAL HOTEL-ASIATE,COLUMBUS CIRCLE at 60th street,high income,Asian,10,A
MANDARIN ORIENTAL HOTEL-BANQUET,COLUMBUS CIRCLE at 60th street,high income,Other,22,B
MANDARIN ORIENTAL HOTEL-BANQUET,COLUMBUS CIRCLE at 60th street,high income,Other,22,B
MANDARIN ORIENTAL HOTEL-CAFETERIA,COLUMBUS CIRCLE,high income,American,12,A
MANDUCATIS,JACKSON AVENUE,medium income,Italian,12,A
MANDUCATIS,JACKSON AVENUE,medium income,Italian,12,A
MANDUCATIS,JACKSON AVENUE,medium income,Italian,12,A
MANDUCATIS RUSTICA VIG,VERNON BOULEVARD,medium income,Italian,12,A
MANETTA'S RISTORANTE,JACKSON AVENUE,medium income,Italian,12,A
MANETTA'S RISTORANTE,JACKSON AVENUE,medium income,Italian,12,A
MANHATTAN ESPRESSO,EAST   49 STREET,high income,Caf̩/Coffee/Tea,13,A
MANHATTAN MOVEMENT & ARTS CENTER,WEST   60 STREET,high income,American,27,B
MANHATTAN MOVEMENT & ARTS CENTER,WEST   60 STREET,high income,American,27,B
MANHATTAN MOVEMENT & ARTS CENTER,WEST   60 STREET,high income,American,27,B
MANHATTAN MOVEMENT & ARTS CENTER,WEST   60 STREET,high income,American,27,B
MANHATTAN PROPER,MURRAY STREET,high income,American,12,A
MANHATTAN PROPER,MURRAY STREET,high income,American,12,A
MANHATTAN PROPER,MURRAY STREET,high income,American,12,A
MANHATTAN PROPER,MURRAY STREET,high income,American,12,A
MANHATTAN PROPER,MURRAY STREET,high income,American,12,A
MANHATTAN PROPER,MURRAY STREET,high income,American,12,A
MANHATTAN WEST,EAST   78 STREET,high income,American,4,A
MANHATTAN WEST,EAST   78 STREET,high income,American,4,A
MANNA HOUSE,MOTT STREET,high income,Bakery,12,A
MANOR OKTOBERFEST FOREST HILLS,YELLOWSTONE BOULEVARD,medium income,German,13,A
MANOR OKTOBERFEST FOREST HILLS,YELLOWSTONE BOULEVARD,medium income,German,13,A
MANOR OKTOBERFEST FOREST HILLS,YELLOWSTONE BOULEVARD,medium income,German,13,A
MANOR OKTOBERFEST FOREST HILLS,YELLOWSTONE BOULEVARD,medium income,German,13,A
MANOR OKTOBERFEST FOREST HILLS,YELLOWSTONE BOULEVARD,medium income,German,13,A
MANOR OKTOBERFEST FOREST HILLS,YELLOWSTONE BOULEVARD,medium income,German,13,A
LOCANDA VERDE,GREENWICH STREET,high income,Italian,13,A
LOCANDA VERDE,GREENWICH STREET,high income,Italian,13,A
MAPLE GARDEN,MAIN STREET,low income,Chinese,26,B
